,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
149,Category:Military helicopters|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:Military helicopters|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:Military helicopters|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:Military helicopters|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:Military helicopters|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft|Category:1950s Soviet military transport aircraft,3 June 1952,[[1953 in aviation,Error,0,"over 4,000 including Z-5s",1493496,,Limited Service; [[North Korean Air Force]],Mil Mi-4,,158.3972602739726,6,4000.0,1952.0
150,Category:Military helicopters|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:Military helicopters|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:Military helicopters|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:Military helicopters|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:Military helicopters|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft|Category:1960s Soviet military utility aircraft,22 September [[1961 in aviation,[[1965 in aviation,Error,0,"5,497",958954,Error,Error,Mil Mi-2,Error,204.7945205479452,6,5497.0,1961.0
151,Category:Military helicopters|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:Military helicopters|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:Military helicopters|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:Military helicopters|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:Military helicopters|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft|Category:1940s Soviet military utility aircraft,20 September 1948,Error,[[1950 in aviation,0,">2,594",1493506,,,Mil Mi-1,,78.25479452054795,6,2594.0,1948.0
152,Category:Military helicopters|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:Military helicopters|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:Military helicopters|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:Military helicopters|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:Military helicopters|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft|Category:1960s German military utility aircraft,16 February 1967,1970,Error,0,"1,500+",1716038,,In service,MBB Bo 105,"$354,700 (1975)",285.2739726027397,5,1500.0,1967.0
157,Category:Military helicopters|Category:1990s Japanese military reconnaissance aircraft|Category:1990s Japanese military reconnaissance aircraft|Category:Military helicopters|Category:1990s Japanese military reconnaissance aircraft|Category:1990s Japanese military reconnaissance aircraft|Category:Military helicopters|Category:Military helicopters|Category:1990s Japanese military reconnaissance aircraft|Category:1990s Japanese military reconnaissance aircraft|Category:Military helicopters|Category:1990s Japanese military reconnaissance aircraft|Category:1990s Japanese military reconnaissance aircraft|Category:1990s Japanese military reconnaissance aircraft|Category:1990s Japanese military reconnaissance aircraft|Category:1990s Japanese military reconnaissance aircraft,6 August [[1996 in aviation,Error,[[2000 in aviation,0,38 as of 2013,1944460,,In service,Kawasaki OH-1,"$24.3 million (2013, estimate)",116.1917808219178,3,38.0,1996.0
158,Category:Military helicopters|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:Military helicopters|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:Military helicopters|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:Military helicopters|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:Military helicopters|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft|Category:1990s Soviet and Russian military transport aircraft,24 December 1998,,Error,0,2,1509224,,,Kamov Ka-60,,157.72328767123287,2,2.0,1998.0
159,Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:1980s Soviet attack aircraft|Category:1980s Soviet attack aircraft|Category:Military helicopters|Category:1980s Soviet attack aircraft|Category:1980s Soviet attack aircraft|Category:1980s Soviet attack aircraft|Category:1980s Soviet attack aircraft|Category:1980s Soviet attack aircraft|Category:1980s Soviet attack aircraft,Ka-50: 17 June 1982,Error,28 August 1995,0,Ka-50: 32,16917,,In service,Kamov Ka-50,500 million rubles (approx. $16&nbsp;million for Ka-52) as of May 2011,760.6027397260274,3,32.0,1982.0
162,Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:AWACS aircraft|Category:Military helicopters|Category:AWACS aircraft|Category:1990s Soviet and Russian military aircraft|Category:1990s Soviet and Russian military aircraft,1987,1995,Error,0,>35,9635960,,"In service, In production",Kamov Ka-31,$23 million (1999 rates),247.54246575342466,3,35.0,1987.0
163,Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:1970s Soviet anti-submarine aircraft|Category:1970s Soviet anti-submarine aircraft|Category:Military helicopters|Category:1970s Soviet anti-submarine aircraft|Category:1970s Soviet anti-submarine aircraft|Category:1970s Soviet anti-submarine aircraft|Category:1970s Soviet anti-submarine aircraft|Category:1970s Soviet anti-submarine aircraft,24 December 1973,Error,1982,0,267,1067665,,In service,Kamov Ka-27,Error,448.7917808219178,5,267.0,1973.0
164,Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:Military helicopters|Category:1960s Soviet anti-submarine aircraft|Category:1960s Soviet anti-submarine aircraft|Category:Military helicopters|Category:1960s Soviet anti-submarine aircraft|Category:1960s Soviet anti-submarine aircraft|Category:1960s Soviet anti-submarine aircraft|Category:1960s Soviet anti-submarine aircraft|Category:1960s Soviet anti-submarine aircraft,26 April 1963 (hovering flight),Error,1972,0,~460,16932,,,Kamov Ka-25,,133.7123287671233,5,460.0,1963.0
168,Category:Military helicopters|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:Military helicopters|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:Military helicopters|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:Military helicopters|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:Military helicopters|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft|Category:1970s Romanian military utility aircraft,22 October 1975,,Error,0,â¥ 163,1597302,,In service,IAR 330,,112.00821917808219,4,163.0,1975.0
